id,"type","manufacturer","model","code",engine_quantity,"engine_type","weight_class","descent_rate","service_ceiling","cruise_tas","created_at","updated_at"
1,"F","ADAM AIRCRAFT","CARBON AERO","A500",2,"P","S","","","","0000-00-00 00:00:00","0000-00-00 00:00:00"
2,"F","AERMACCHI","AMX","AMX",1,"J","S","","","","0000-00-00 00:00:00","0000-00-00 00:00:00"
3,"F","AERMACCHI","RIVIERA","FN33",1,"P","S","","","","0000-00-00 00:00:00","0000-00-00 00:00:00"
4,"F","AERMACCHI","REDIGO","L90",1,"T","S","","","","0000-00-00 00:00:00","0000-00-00 00:00:00"
5,"F","AERMACCHI","MB-326","M32",1,"J","S","","","","0000-00-00 00:00:00","0000-00-00 00:00:00"
6,"F","AERMACCHI","MB-339","M339",1,"J","S","","","","0000-00-00 00:00:00","0000-00-00 00:00:00"
7,"F","AERMACCHI","SF-205-18F/20F","S05F",1,"P","S","","","","0000-00-00 00:00:00","0000-00-00 00:00:00"
8,"F","AERMACCHI","SF-205-18R/20R/22R","S05R",1,"P","S","","","","0000-00-00 00:00:00","0000-00-00 00:00:00"
9,"F","AERMACCHI","S-208","S208",1,"P","S","","","","0000-00-00 00:00:00","0000-00-00 00:00:00"
10,"F","AERMACCHI","S-211","S211",1,"T","S","","","","0000-00-00 00:00:00","0000-00-00 00:00:00"
11,"F","AERMACCHI","WARRIOR","F260",1,"P","S","","","","0000-00-00 00:00:00","0000-00-00 00:00:00"
12,"F","AERMACCHI","SF-260TP","F26T",1,"T","S","1800","1100","","0000-00-00 00:00:00","0000-00-00 00:00:00"
13,"F","AERMACCHI","CANGUERO","F600",2,"T","S","2100","","","0000-00-00 00:00:00","0000-00-00 00:00:00"
14,"F","AERO SPACELINES","SUPPER GUPPY","SGUP",4,"T","L","1500","1500","","0000-00-00 00:00:00","0000-00-00 00:00:00"
15,"F","AÉROSPATIALE","ATR-42-200/300/320","AT43",2,"T","L","2000","2000","","0000-00-00 00:00:00","0000-00-00 00:00:00"
16,"F","AÉROSPATIALE","ATR-42-400","AT44",2,"T","L","2000","2000","","0000-00-00 00:00:00","0000-00-00 00:00:00"
17,"F","AÉROSPATIALE","ATR-42-500","AT45",2,"T","L","2000","2000","","0000-00-00 00:00:00","0000-00-00 00:00:00"
18,"F","AÉROSPATIALE","ATR-72","AT72",2,"T","L","2000","2000","","0000-00-00 00:00:00","0000-00-00 00:00:00"
19,"F","AÉROSPATIALE","RALLYE","RALL",1,"P","S","750","750","","0000-00-00 00:00:00","0000-00-00 00:00:00"
20,"F","AÉROSPATIALE","CARAVELLE","S210",2,"J","L","2300","2000","","0000-00-00 00:00:00","0000-00-00 00:00:00"
21,"F","AÉROSPATIALE","CORVETTE","S601",2,"J","S","2500","2000","","0000-00-00 00:00:00","0000-00-00 00:00:00"
22,"F","AÉROSPATIALE","TAMPICO TB-9","TAMP",1,"P","S","600","700","","0000-00-00 00:00:00","0000-00-00 00:00:00"
23,"F","AÉROSPATIALE","TBM-700","TBM7",1,"T","S","1700","1500","","0000-00-00 00:00:00","0000-00-00 00:00:00"
24,"F","AÉROSPATIALE","TABAGO TB10C/200","TOBA",1,"P","S","700","700","","0000-00-00 00:00:00","0000-00-00 00:00:00"
25,"F","AÉROSPATIALE","TRINIDAD","TRIN",1,"P","S","850","700","","0000-00-00 00:00:00","0000-00-00 00:00:00"
26,"H","AÉROSPATIALE","ALOUETTE 2","AL02",1,"T","S","1280","1280","","0000-00-00 00:00:00","0000-00-00 00:00:00"
27,"H","AÉROSPATIALE","LAMA SA-315","LAMA",1,"T","S","1000","1000","","0000-00-00 00:00:00","0000-00-00 00:00:00"
28,"H","AÉROSPATIALE","ALOUETTE 3","ALO3",1,"T","S","1500","1500","","0000-00-00 00:00:00","0000-00-00 00:00:00"
29,"H","AÉROSPATIALE","DAUPHINE SA-360/361","S360",1,"T","S","1400","1500","","0000-00-00 00:00:00","0000-00-00 00:00:00"
30,"H","AÉROSPATIALE","DAUPHINE 2 SA-365C","S65C",2,"T","S","1800","1000","","0000-00-00 00:00:00","0000-00-00 00:00:00"
31,"H","AÉROSPATIALE","ECUREVIL/ASTAR AS-350/550","AS50",1,"T","S","1000","1000","","0000-00-00 00:00:00","0000-00-00 00:00:00"
32,"H","AÉROSPATIALE","GAZELLE SA-341/342","GAZL",1,"T","S","1620","1620","","0000-00-00 00:00:00","0000-00-00 00:00:00"
33,"H","AÉROSPATIALE","PUMA SA-330","PUMA",2,"T","L","1250","1500","","0000-00-00 00:00:00","0000-00-00 00:00:00"
34,"H","AÉROSPATIALE","SUPER PUMA AS 332/532","AS32",2,"T","L","1250","1500","","0000-00-00 00:00:00","0000-00-00 00:00:00"
35,"H","AÉROSPATIALE","SUPER FRELON SA-321/Z-8","FREL",3,"T","L","1200","1500","","0000-00-00 00:00:00","0000-00-00 00:00:00"
36,"H","AÉROSPATIALE","TWIN STAR AS-355/555","AS55",2,"T","S","1350","1300","","0000-00-00 00:00:00","0000-00-00 00:00:00"
37,"F","AIRBUS","A300-B2","A30B",2,"J","H","3500","3500","","0000-00-00 00:00:00","0000-00-00 00:00:00"
38,"F","AIRBUS","A300B4-600","A306",2,"J","H","3500","3500","","0000-00-00 00:00:00","0000-00-00 00:00:00"
39,"F","AIRBUS","A310","A310",2,"J","H","3500","3500","","0000-00-00 00:00:00","0000-00-00 00:00:00"
40,"F","AIRBUS","A318","A318",2,"J","L","3500","3500","","0000-00-00 00:00:00","0000-00-00 00:00:00"
41,"F","AIRBUS","A319","A319",2,"J","L","3500","3500","","0000-00-00 00:00:00","0000-00-00 00:00:00"
42,"F","AIRBUS","A320","A320",2,"J","L","3500","3500","","0000-00-00 00:00:00","0000-00-00 00:00:00"
43,"F","AIRBUS","A321","A321",2,"J","L","3500","3500","","0000-00-00 00:00:00","0000-00-00 00:00:00"
44,"F","AIRBUS","A300ST Super Transporter","A3ST",2,"J","H","","","","0000-00-00 00:00:00","0000-00-00 00:00:00"
45,"F","AIRBUS","A330-200","A332",2,"J","H","3500","3500","","0000-00-00 00:00:00","0000-00-00 00:00:00"
46,"F","AIRBUS","A330-300","A333",2,"J","H","","","","0000-00-00 00:00:00","0000-00-00 00:00:00"
47,"F","AIRBUS","A340-200","A342",4,"J","H","3500","3500","","0000-00-00 00:00:00","0000-00-00 00:00:00"
48,"F","AIRBUS","A340-300","A343",4,"J","H","","","","0000-00-00 00:00:00","0000-00-00 00:00:00"
49,"F","AIRBUS","A340-500","A345",4,"J","H","","","","0000-00-00 00:00:00","0000-00-00 00:00:00"
50,"F","AIRBUS","A340-600","A346",4,"J","H","","","","0000-00-00 00:00:00","0000-00-00 00:00:00"
51,"F","HYDRO-FORMING","BUSHMASTER 2000","BU20",3,"P","S","2000","2000","","0000-00-00 00:00:00","0000-00-00 00:00:00"
52,"F","AIR TRACTOR","AIR TRACTOR","AT3P",1,"P","S","1000","","","0000-00-00 00:00:00","0000-00-00 00:00:00"
53,"F","AIR TRACTOR","AIR TRACTOR","AT3T",1,"T","S","","","","0000-00-00 00:00:00","0000-00-00 00:00:00"
54,"F","AIR TRACTOR","AIR TRACTOR","AT3P",1,"P","S","","","","0000-00-00 00:00:00","0000-00-00 00:00:00"
55,"F","AIR TRACTOR","AIR TRACTOR","AT3T",1,"T","S","","","","0000-00-00 00:00:00","0000-00-00 00:00:00"
56,"F","AIR TRACTOR","AIR TRACTOR","AT6T",1,"T","S","","","","0000-00-00 00:00:00","0000-00-00 00:00:00"
57,"F","AIR TRACTOR","AIR TRACTOR","AT8T",1,"T","S","","","","0000-00-00 00:00:00","0000-00-00 00:00:00"
58,"F","ANTONOV","AN-2","AN2",1,"P","S","","","","0000-00-00 00:00:00","0000-00-00 00:00:00"
59,"F","ANTONOV","AN-8","AN8",2,"T","L","","","","0000-00-00 00:00:00","0000-00-00 00:00:00"
60,"F","ANTONOV","AN-12","AN12",4,"T","L","","","","0000-00-00 00:00:00","0000-00-00 00:00:00"
61,"F","ANTONOV","AN-70","AN70",4,"T","H","","","","0000-00-00 00:00:00","0000-00-00 00:00:00"
62,"F","ANTONOV","AN-72","AN72",2,"J","L","","","","0000-00-00 00:00:00","0000-00-00 00:00:00"
63,"F","ANTONOV","AN-124 RUSLAN","A124",4,"J","H","","","","0000-00-00 00:00:00","0000-00-00 00:00:00"
64,"F","ANTONOV","AN-140","A140",2,"T","L","","","","0000-00-00 00:00:00","0000-00-00 00:00:00"
65,"H","AUGUSTA","MODEL 147J-3B1 RANGER","B47J",1,"P","S","500","500","","0000-00-00 00:00:00","0000-00-00 00:00:00"
66,"H","AUGUSTA","MODEL A 109/A/A-II","A109",2,"T","S","1620","1500","","0000-00-00 00:00:00","0000-00-00 00:00:00"
67,"H","AUGUSTA","MODEL 212 ASW GRIFFON","B12",2,"T","S","1420","1420","","0000-00-00 00:00:00","0000-00-00 00:00:00"
69,"F","BEAGLE AIRCRAFT","AIREDALE","AIRD",1,"P","S","","","","0000-00-00 00:00:00","0000-00-00 00:00:00"
70,"F","BEAGLE AIRCRAFT","PUP","PUP",1,"P","S","575","750","","0000-00-00 00:00:00","0000-00-00 00:00:00"
71,"F","BEAGLE AIRCRAFT","BULLDOG","BDOG",1,"P","S","","","","0000-00-00 00:00:00","0000-00-00 00:00:00"
72,"F","BEAGLE AIRCRAFT","BASSET","BASS",2,"P","S","1200","1300","","0000-00-00 00:00:00","0000-00-00 00:00:00"
73,"F","BEECH AIRCRAFT","BEECH AIRLINER","B190",2,"T","S","2400","2400","","0000-00-00 00:00:00","0000-00-00 00:00:00"
75,"F","BEECH AIRCRAFT","SUPER KING AIR 350","B350",2,"T","S","3000","3000","","0000-00-00 00:00:00","0000-00-00 00:00:00"
76,"F","BEECH AIRCRAFT","KING AIR 100","BE10",2,"T","S","2250","2250","","0000-00-00 00:00:00","0000-00-00 00:00:00"
77,"F","BEECH AIRCRAFT","STAGGER WING","BE17",1,"P","S","1375","1375","","0000-00-00 00:00:00","0000-00-00 00:00:00"
78,"F","BEECH AIRCRAFT","TWIN BEECH","BE18",2,"P","S","1400","1000","","0000-00-00 00:00:00","0000-00-00 00:00:00"
79,"F","BEECH AIRCRAFT","TWIN BEECH","B18T",2,"T","S","2000","2000","","0000-00-00 00:00:00","0000-00-00 00:00:00"
80,"F","BEECH AIRCRAFT","MUSKETEER SPORT","BE19",1,"P","S","680","680","","0000-00-00 00:00:00","0000-00-00 00:00:00"
81,"F","BEECH AIRCRAFT","SUPER KING AIR COMMUTER","BE20",2,"T","S","2450","2500","","0000-00-00 00:00:00","0000-00-00 00:00:00"
82,"F","BEECH AIRCRAFT","MUSKETEER SUNDOWNER","BE23",1,"P","S","740","800","","0000-00-00 00:00:00","0000-00-00 00:00:00"
83,"F","BEECH AIRCRAFT","MUSKETEER SUPER SIERRA","BE24",1,"P","S","1000","1000","","0000-00-00 00:00:00","0000-00-00 00:00:00"
84,"F","IAI","1123 GULFSTREAM 150","G150",2,"J","S","","","","0000-00-00 00:00:00","0000-00-00 00:00:00"
85,"F","ILYUSHIN","A-50 Be-976","A50",4,"J","H","","","","0000-00-00 00:00:00","0000-00-00 00:00:00"
86,"F","ILYUSHIN","IL-14","IL14",2,"P","S","","","","0000-00-00 00:00:00","0000-00-00 00:00:00"
87,"F","ILYUSHIN","IL-18/20/22/24 BIZON-ZEBRA","IL18",4,"T","L","","","","0000-00-00 00:00:00","0000-00-00 00:00:00"
88,"F","ILYUSHIN","IL-28","IL28",2,"J","L","","","","0000-00-00 00:00:00","0000-00-00 00:00:00"
89,"F","ILYUSHIN","IL-38","IL38",4,"J","L","","","","0000-00-00 00:00:00","0000-00-00 00:00:00"
90,"F","ILYUSHIN","IL-62","IL62",4,"J","H","3500","2500","","0000-00-00 00:00:00","0000-00-00 00:00:00"
91,"F","ILYUSHIN","IL-76/78/82 GAJARAJ","IL76",4,"J","H","3000","2500","","0000-00-00 00:00:00","0000-00-00 00:00:00"
92,"F","ILYUSHIN","IL-86/87","IL86",4,"J","H","","","","0000-00-00 00:00:00","0000-00-00 00:00:00"
93,"F","ILYUSHIN","IL-96","IL96",4,"J","H","","","","0000-00-00 00:00:00","0000-00-00 00:00:00"
94,"F","ILYUSHIN","IL-103","I103",1,"P","S","","","","0000-00-00 00:00:00","0000-00-00 00:00:00"
95,"F","ILYUSHIN","IL-114","I114",2,"T","L","","","","0000-00-00 00:00:00","0000-00-00 00:00:00"
96,"H","KAMAN AERO","H-2 SEASPRITE","H2",2,"T","L","2400","2400","","0000-00-00 00:00:00","0000-00-00 00:00:00"
97,"H","KAMAN AERO","HUSKE 600 3/5","H43B",1,"T","L","2000","2000","","0000-00-00 00:00:00","0000-00-00 00:00:00"
98,"H","KAWASAKI HEAVY","KV-107 SEA KNIGHT","H46",2,"T","S","1500","1500","","0000-00-00 00:00:00","0000-00-00 00:00:00"
99,"F","LAKE AIRCRAFT","LA-250/270 RENAGADE","LA25",1,"P","S","700","700","","0000-00-00 00:00:00","0000-00-00 00:00:00"
100,"F","LAKE AIRCRAFT","LA-4/200 BUCCANEER","LA4",1,"P","S","1100","1100","","0000-00-00 00:00:00","0000-00-00 00:00:00"
101,"F","LOCKHEED","B-34 PV VENTURE HARPOON","L37",2,"P","S","","","","0000-00-00 00:00:00","0000-00-00 00:00:00"
102,"F","LOCKHEED","C-5 GALAXY","C5",4,"J","H","2500","2000","","0000-00-00 00:00:00","0000-00-00 00:00:00"
103,"F","LOCKHEED","C-130 HERCULES","C130",4,"T","L","1500","1500","","0000-00-00 00:00:00","0000-00-00 00:00:00"
104,"F","LOCKHEED","C-141 STARLIFTER","C141",4,"J","H","3500","3000","","0000-00-00 00:00:00","0000-00-00 00:00:00"
105,"F","LOCKHEED","L-049/749/1049 CONSTELLATION","CONI",4,"P","L","1700","1700","","0000-00-00 00:00:00","0000-00-00 00:00:00"
106,"F","LOCKHEED","F-22 RAPTOR (L-645)","F22",2,"J","L","","","","0000-00-00 00:00:00","0000-00-00 00:00:00"
107,"F","LOCKHEED","F-104 STARFIGHTER","F104",1,"J","L","5000","4000","","0000-00-00 00:00:00","0000-00-00 00:00:00"
108,"F","LOCKHEED","F-117 NIGHTHAWK","F117",2,"J","L","","","","0000-00-00 00:00:00","0000-00-00 00:00:00"
109,"F","LOCKHEED","L-1011 TRI-STAR","L101",3,"J","H","3500","3000","","0000-00-00 00:00:00","0000-00-00 00:00:00"
110,"F","LOCKHEED","L-18 LODESTAR","L18",2,"P","L","1800","2000","","0000-00-00 00:00:00","0000-00-00 00:00:00"
111,"F","LOCKHEED","L-188 ELECTRA","L188",4,"T","L","1850","2000","","0000-00-00 00:00:00","0000-00-00 00:00:00"
112,"F","LOCKHEED","L-1329 JETSTAR 6/8","L29A",4,"J","L","4000","3000","","0000-00-00 00:00:00","0000-00-00 00:00:00"
113,"F","LOCKHEED","L-1329 JETSTAR 2/731","L29B",4,"J","L","4000","3000","","0000-00-00 00:00:00","0000-00-00 00:00:00"
114,"F","LOCKHEED","P-2D/H NEPTUNE","P2",2,"P","L","","","","0000-00-00 00:00:00","0000-00-00 00:00:00"
115,"F","LOCKHEED","P-3 ORION","P3",4,"T","L","1850","2000","","0000-00-00 00:00:00","0000-00-00 00:00:00"
116,"F","LOCKHEED","P-38 LIGHTNING","P38",2,"P","S","","","","0000-00-00 00:00:00","0000-00-00 00:00:00"
117,"F","LOCKHEED","S-3 VIKING","S3",2,"J","L","2000","2000","","0000-00-00 00:00:00","0000-00-00 00:00:00"
118,"F","LOCKHEED","SR-71 BLACKBIRD","SR71",2,"J","L","","","","0000-00-00 00:00:00","0000-00-00 00:00:00"
119,"F","LOCKHEED","T-33 SHOOTING STAR","T33",2,"J","L","2000","2000","","0000-00-00 00:00:00","0000-00-00 00:00:00"
120,"F","LOCKHEED","U2 ER-2","U2",1,"J","S","6000","6000","","0000-00-00 00:00:00","0000-00-00 00:00:00"
121,"F","MARTIN","404","M404",2,"P","L","1600","1500","","0000-00-00 00:00:00","0000-00-00 00:00:00"
122,"F","MARTIN","B-26 MARAUDER","B26M",2,"P","S","","","","0000-00-00 00:00:00","0000-00-00 00:00:00"
123,"F","MARTIN","WB-57 (272)","WB57",2,"J","L","","","","0000-00-00 00:00:00","0000-00-00 00:00:00"
124,"F","MAULE","M-4 BEE-DEE/JETASEN","M4",1,"P","S","1000","1000","","0000-00-00 00:00:00","0000-00-00 00:00:00"
125,"F","MAULE","M-5 STRANTA ROCKET","M5",1,"P","S","1000","1000","","0000-00-00 00:00:00","0000-00-00 00:00:00"
126,"F","MAULE","M-6 SUPER ROCKET","M6",1,"P","S","1500","1000","","0000-00-00 00:00:00","0000-00-00 00:00:00"
127,"F","MAULE","M-7-235/260 STAR ROCKET","M7",1,"P","S","825","","","0000-00-00 00:00:00","0000-00-00 00:00:00"
128,"F","MAULE","M-7-420 STAR CRAFT","M7T",1,"T","S","4500","","","0000-00-00 00:00:00","0000-00-00 00:00:00"
129,"F","MAULE","M-8","M8",1,"P","S","","","","0000-00-00 00:00:00","0000-00-00 00:00:00"
130,"F","MCDONNELL-DOUGLAS","SKYWARRIOR","A3",2,"J","L","5000","6000","","0000-00-00 00:00:00","0000-00-00 00:00:00"
131,"F","MCDONNELL-DOUGLAS","A-4 SKYHAWK","A4",1,"J","S","5000","5000","","0000-00-00 00:00:00","0000-00-00 00:00:00"
132,"F","MCDONNELL-DOUGLAS","INVADER","B26",2,"P","L","1000","1000","","0000-00-00 00:00:00","0000-00-00 00:00:00"
133,"F","MCDONNELL-DOUGLAS","YC-15","C15",4,"J","L","","","","0000-00-00 00:00:00","0000-00-00 00:00:00"
134,"F","MCDONNELL-DOUGLAS","C-17 GLOBEMASTER 3","C17",4,"J","H","","","","0000-00-00 00:00:00","0000-00-00 00:00:00"
135,"F","MCDONNELL-DOUGLAS","DC-10 KC-10 EXTENDER","DC10",3,"J","H","2400","2000","","0000-00-00 00:00:00","0000-00-00 00:00:00"
136,"F","MCDONNELL-DOUGLAS","DC-3/C-47 SKYTRAIN","DC3",2,"P","S","1200","1200","","0000-00-00 00:00:00","0000-00-00 00:00:00"
137,"F","MCDONNELL-DOUGLAS","SUPER DC-3","DC3S",2,"P","S","1330","1330","","0000-00-00 00:00:00","0000-00-00 00:00:00"
138,"F","MCDONNELL-DOUGLAS","SKYMASTER","DC4",4,"P","L","2300","2300","","0000-00-00 00:00:00","0000-00-00 00:00:00"
139,"F","MCDONNELL-DOUGLAS","DC-6/B LIFTMASTER","DC6",4,"P","L","1000","1000","","0000-00-00 00:00:00","0000-00-00 00:00:00"
140,"F","MCDONNELL-DOUGLAS","DC-7/B/C SEVEN SEAS","DC7",4,"P","L","1250","1250","","0000-00-00 00:00:00","0000-00-00 00:00:00"
141,"F","MCDONNELL-DOUGLAS","DC-8-50 JET TRADER","DC85",4,"J","H","4000","4000","","0000-00-00 00:00:00","0000-00-00 00:00:00"
142,"F","MCDONNELL-DOUGLAS","DC-8-60","DC86",4,"J","H","4000","4000","","0000-00-00 00:00:00","0000-00-00 00:00:00"
143,"F","MCDONNELL-DOUGLAS","DC-8-70","DC87",4,"J","H","5000","5000","","0000-00-00 00:00:00","0000-00-00 00:00:00"
144,"F","MCDONNELL-DOUGLAS","DC-8 STAGE 3 (US ONLY)","DC8Q",4,"J","H","4000","4000","","0000-00-00 00:00:00","0000-00-00 00:00:00"
145,"F","MCDONNELL-DOUGLAS","DC-9 STAGE 3 (US ONLY)","DC9Q",2,"J","L","3000","3000","","0000-00-00 00:00:00","0000-00-00 00:00:00"
146,"F","MCDONNELL-DOUGLAS","DC-9-10","DC91",2,"J","L","3000","3000","","0000-00-00 00:00:00","0000-00-00 00:00:00"
147,"F","MCDONNELL-DOUGLAS","DC-9-20","DC92",2,"J","L","3000","3000","","0000-00-00 00:00:00","0000-00-00 00:00:00"
148,"F","MCDONNELL-DOUGLAS","DC-9-30 (C-9 NIGHTINGALE)","DC93",2,"J","L","3000","3000","","0000-00-00 00:00:00","0000-00-00 00:00:00"
149,"F","MCDONNELL-DOUGLAS","DC-9-40","DC94",2,"J","L","3000","3000","","0000-00-00 00:00:00","0000-00-00 00:00:00"
150,"F","MCDONNELL-DOUGLAS","DC-9-50","DC95",2,"J","L","3000","3000","","0000-00-00 00:00:00","0000-00-00 00:00:00"
151,"F","MCDONNELL-DOUGLAS","F-15 EAGLE","F15",2,"J","L","8000","5000","","0000-00-00 00:00:00","0000-00-00 00:00:00"
152,"F","MCDONNELL-DOUGLAS","FA-18 HORNET","F18",2,"J","L","8000","6000","","0000-00-00 00:00:00","0000-00-00 00:00:00"
153,"F","MCDONNELL-DOUGLAS","F-4 PHANTOM","F4",2,"J","L","8000","6000","","0000-00-00 00:00:00","0000-00-00 00:00:00"
154,"F","MCDONNELL-DOUGLAS","MD-11","MD11",3,"J","H","","","","0000-00-00 00:00:00","0000-00-00 00:00:00"
155,"F","MCDONNELL-DOUGLAS","MD-81","MD81",2,"J","L","3500","3000","","0000-00-00 00:00:00","0000-00-00 00:00:00"
156,"F","MCDONNELL-DOUGLAS","MD-82","MD82",2,"J","L","3500","3000","","0000-00-00 00:00:00","0000-00-00 00:00:00"
157,"F","MCDONNELL-DOUGLAS","MD-83","MD83",2,"J","L","3500","3000","","0000-00-00 00:00:00","0000-00-00 00:00:00"
158,"F","MCDONNELL-DOUGLAS","MD-87","MD87",2,"J","L","3500","3000","","0000-00-00 00:00:00","0000-00-00 00:00:00"
159,"F","MCDONNELL-DOUGLAS","MD-88","MD88",2,"J","L","3500","3000","","0000-00-00 00:00:00","0000-00-00 00:00:00"
160,"F","MCDONNELL-DOUGLAS","MD-90","MD90",2,"J","L","","","","0000-00-00 00:00:00","0000-00-00 00:00:00"
161,"H","MCDONNELL-DOUGLAS","MODEL 77 APACHE/LONGBOW","H64",2,"T","S","1500","1500","","0000-00-00 00:00:00","0000-00-00 00:00:00"
162,"H","MCDONNELL-DOUGLAS","MODEL 269/200/300 SKYNIGHT","H269",1,"P","S","1000","1000","","0000-00-00 00:00:00","0000-00-00 00:00:00"
163,"H","MCDONNELL-DOUGLAS","MODEL 500C/530F DEFENDER","H500",1,"P","S","1500","1500","","0000-00-00 00:00:00","0000-00-00 00:00:00"
164,"H","MCDONNELL-DOUGLAS","OSAGE","H269",1,"P","S","1000","1000","","0000-00-00 00:00:00","0000-00-00 00:00:00"
165,"F","MESSERSCHMITT","Bf-108 TAIFUN","ME08",1,"P","S","400","500","","0000-00-00 00:00:00","0000-00-00 00:00:00"
166,"F","MESSERSCHMITT","Bf-109","ME09",1,"P","S","","","","0000-00-00 00:00:00","0000-00-00 00:00:00"
167,"F","MESSERSCHMITT","Me-262","ME62",2,"J","S","","","","0000-00-00 00:00:00","0000-00-00 00:00:00"
168,"F","MESSERSCHMITT","223 FLAMINGO","S223",1,"P","S","","","","0000-00-00 00:00:00","0000-00-00 00:00:00"
169,"F","MESSERSCHMITT","BO-209 MONSUN","B209",1,"P","S","1100","1100","","0000-00-00 00:00:00","0000-00-00 00:00:00"
170,"H","MESSERSCHMITT","MODEL BO 105","B105",2,"T","S","1200","1200","","0000-00-00 00:00:00","0000-00-00 00:00:00"
171,"H","MBB/KAWASAKI","MODEL BK 117","BK11",2,"T","S","1500","1500","","0000-00-00 00:00:00","0000-00-00 00:00:00"
172,"F","MITSUBISHI","A6M ZERO","ZERO",1,"P","S","","","","0000-00-00 00:00:00","0000-00-00 00:00:00"
173,"F","MITSUBISHI","F-1","F1",2,"J","S","","","","0000-00-00 00:00:00","0000-00-00 00:00:00"
174,"F","MITSUBISHI","F-2","F2",1,"J","L","8000","5000","","0000-00-00 00:00:00","0000-00-00 00:00:00"
175,"F","MITSUBISHI","F-86 SABRE","F86",1,"J","L","4000","4000","","0000-00-00 00:00:00","0000-00-00 00:00:00"
176,"F","MITSUBISHI","MU-2 MARQUISE","MU2",2,"T","S","3500","3000","","0000-00-00 00:00:00","0000-00-00 00:00:00"
177,"F","MITSUBISHI","MU-300 DIAMOND","MU30",2,"J","S","3500","4000","","0000-00-00 00:00:00","0000-00-00 00:00:00"
178,"F","MITSUBISHI","T-2","MT2",2,"J","S","","","","0000-00-00 00:00:00","0000-00-00 00:00:00"
179,"F","MOONEY","A-2 AIRCOUPE","ERCO",1,"P","S","630","630","","0000-00-00 00:00:00","0000-00-00 00:00:00"
180,"F","MOONEY","M-10 CADET","M10",1,"P","S","800","800","","0000-00-00 00:00:00","0000-00-00 00:00:00"
181,"F","MOONEY","M-18 MITE/WEE SCOTSMAN","MITE",1,"P","S","750","750","","0000-00-00 00:00:00","0000-00-00 00:00:00"
182,"F","MOONEY","M-20 201 202 205 220 ATS MSE","M20P",1,"P","S","1000","1000","","0000-00-00 00:00:00","0000-00-00 00:00:00"
183,"F","MOONEY","M-20K/M ENCORE BRAVO","M20T",1,"P","S","1500","1200","","0000-00-00 00:00:00","0000-00-00 00:00:00"
184,"F","MOONEY","M-22 MUSTANG","M22",1,"P","S","1300","1300","","0000-00-00 00:00:00","0000-00-00 00:00:00"
185,"F","MUDRY","CAP-10","CP10",1,"P","S","1500","2000","","0000-00-00 00:00:00","0000-00-00 00:00:00"
186,"F","MUDRY","CAP-20","CP20",1,"P","S","1500","2000","","0000-00-00 00:00:00","0000-00-00 00:00:00"
187,"F","MUDRY","CAP-21","CP21",1,"P","S","","","","0000-00-00 00:00:00","0000-00-00 00:00:00"
188,"F","MUDRY","CAP-230.231/232","CP23",1,"P","S","","","","0000-00-00 00:00:00","0000-00-00 00:00:00"
189,"F","MUDRY","D-140 MOUSQUETAIRE","D140",1,"P","S","","","","0000-00-00 00:00:00","0000-00-00 00:00:00"
190,"F","NAMC","YS-11","YS11",2,"T","L","1500","1500","","0000-00-00 00:00:00","0000-00-00 00:00:00"
191,"F","NAVION","RANGEMASTER","RANG",1,"P","S","1250","1500","","0000-00-00 00:00:00","0000-00-00 00:00:00"
