id,"type","manufacturer","model","code",engine_quantity,"engine_type","weight_class","descent_rate","service_ceiling","cruise_tas","created_at","updated_at"
192,"F","NOORDYUN","NORSEMAN Mk4/5/6","NORS",1,"P","S","700","1000","","0000-00-00 00:00:00","0000-00-00 00:00:00"
193,"F","NORD","TRANSALL C-160","C160",2,"T","L","2000","2000","","0000-00-00 00:00:00","0000-00-00 00:00:00"
194,"F","NORD","260 SUPER BROUSSARD","N260",2,"T","S","2500","2000","","0000-00-00 00:00:00","0000-00-00 00:00:00"
195,"F","NORD","262 FREGATE MOHAWK 298","N262",2,"T","S","2500","2000","","0000-00-00 00:00:00","0000-00-00 00:00:00"
196,"F","NORD","1000 1001 1002 PINGOUIN","ME08",1,"P","S","400","500","","0000-00-00 00:00:00","0000-00-00 00:00:00"
197,"F","NORD","1101 1102 NORALPHA/RAMIER","N110",1,"P","S","","","","0000-00-00 00:00:00","0000-00-00 00:00:00"
198,"F","NORD","1200/1204 NORECRIN","N120",1,"P","S","","","","0000-00-00 00:00:00","0000-00-00 00:00:00"
199,"F","NORD","2501/2508 NORATLAS","NORA",2,"P","L","1500","1500","","0000-00-00 00:00:00","0000-00-00 00:00:00"
200,"F","NORD","3202","N320",1,"P","S","","","","0000-00-00 00:00:00","0000-00-00 00:00:00"
201,"F","NORD","3400","N340",1,"P","S","","","","0000-00-00 00:00:00","0000-00-00 00:00:00"
202,"F","BEECH AIRCRAFT","300 SUPER KING AIR","BE30",2,"T","S","3000","3000","","0000-00-00 00:00:00","0000-00-00 00:00:00"
203,"F","BEECH AIRCRAFT","DEBONAIR BONANZA","BE33",1,"P","S","1000","1000","","0000-00-00 00:00:00","0000-00-00 00:00:00"
204,"F","BEECH AIRCRAFT","BONANZA","BE35",1,"P","S","1200","1200","","0000-00-00 00:00:00","0000-00-00 00:00:00"
205,"F","BEECH AIRCRAFT","BONANZA","BE36",1,"P","S","1100","1100","","0000-00-00 00:00:00","0000-00-00 00:00:00"
206,"F","BEECH AIRCRAFT","TURBINE BONANZA","B36T",1,"T","S","","","","0000-00-00 00:00:00","0000-00-00 00:00:00"
207,"F","BEECH AIRCRAFT","BEECHJET HAWKER 400","BE40",2,"J","S","3300","2200","","0000-00-00 00:00:00","0000-00-00 00:00:00"
208,"F","BEECH AIRCRAFT","TWIN BONANZA","BE50",2,"P","S","1600","1600","","0000-00-00 00:00:00","0000-00-00 00:00:00"
209,"F","BEECH AIRCRAFT","BARON","BE55",2,"P","S","1700","1700","","0000-00-00 00:00:00","0000-00-00 00:00:00"
210,"F","BEECH AIRCRAFT","TURBO BARON","BE56",2,"P","S","","","","0000-00-00 00:00:00","0000-00-00 00:00:00"
211,"F","BEECH AIRCRAFT","BARON","BE58",2,"P","S","1730","1730","","0000-00-00 00:00:00","0000-00-00 00:00:00"
212,"F","BEECH AIRCRAFT","DUKE","BE60",2,"P","S","1600","1600","","0000-00-00 00:00:00","0000-00-00 00:00:00"
213,"F","BEECH AIRCRAFT","QUEEN AIR","BE65",2,"P","S","","","","0000-00-00 00:00:00","0000-00-00 00:00:00"
214,"F","BEECH AIRCRAFT","DUCHESS","BE76",2,"P","S","1500","1500","","0000-00-00 00:00:00","0000-00-00 00:00:00"
215,"F","BEECH AIRCRAFT","SKIPPER","BE77",1,"P","S","750","750","","0000-00-00 00:00:00","0000-00-00 00:00:00"
216,"F","BEECH AIRCRAFT","QUEEN AIR","BE80",2,"P","S","1275","1275","","0000-00-00 00:00:00","0000-00-00 00:00:00"
217,"F","BEECH AIRCRAFT","QUEEN AIR","BE88",2,"P","S","","","","0000-00-00 00:00:00","0000-00-00 00:00:00"
218,"F","BEECH AIRCRAFT","TRAVEL AIR","BE95",2,"P","S","1250","1250","","0000-00-00 00:00:00","0000-00-00 00:00:00"
219,"F","BEECH AIRCRAFT","AIRLINER","BE99",2,"T","S","1750","1750","","0000-00-00 00:00:00","0000-00-00 00:00:00"
220,"F","BEECH AIRCRAFT","A90-E90 KING AIR","BE9L",2,"T","S","2000","2000","","0000-00-00 00:00:00","0000-00-00 00:00:00"
221,"F","BEECH AIRCRAFT","F90 KING AIR","BE9T",2,"T","S","2600","2600","","0000-00-00 00:00:00","0000-00-00 00:00:00"
222,"F","BEECH AIRCRAFT","STARSHIP","STAR",2,"T","S","2650","2650","","0000-00-00 00:00:00","0000-00-00 00:00:00"
223,"F","BEECH AIRCRAFT","PREMIER","PRM1",2,"J","S","3000","3000","","0000-00-00 00:00:00","0000-00-00 00:00:00"
224,"F","BEECH AIRCRAFT","MENTOR","T34P",1,"P","S","1150","1150","","0000-00-00 00:00:00","0000-00-00 00:00:00"
225,"F","BEECH AIRCRAFT","TURBO MENTOR","T34T",1,"T","S","1100","1000","","0000-00-00 00:00:00","0000-00-00 00:00:00"
226,"F","BEECH AIRCRAFT","T-6A TEXAN","TEX2",1,"T","S","","","","0000-00-00 00:00:00","0000-00-00 00:00:00"
227,"F","BEECH AIRCRAFT","U-21","U21",2,"T","S","2000","2000","","0000-00-00 00:00:00","0000-00-00 00:00:00"
228,"F","BEECH AIRCRAFT","QU-22","U22",1,"P","S","","","","0000-00-00 00:00:00","0000-00-00 00:00:00"
229,"F","BELLANCA AIRCRAFT","AERONCA CHIEF","AR11",1,"P","S","500","500","","0000-00-00 00:00:00","0000-00-00 00:00:00"
230,"F","BELLANCA AIRCRAFT","AERONCA SEDAN","AR15",1,"P","S","500","500","","0000-00-00 00:00:00","0000-00-00 00:00:00"
231,"F","BELLANCA AIRCRAFT","CRUISEAIR CRUISMASTER","BA14",1,"P","S","1030","1030","","0000-00-00 00:00:00","0000-00-00 00:00:00"
232,"F","BELLANCA AIRCRAFT","BELANCA 260","B14C",1,"P","S","1500","1","1","0000-00-00 00:00:00","0000-00-00 00:00:00"
233,"F","BELANCA AIRCRAFT","VIKING","BL17",1,"P","S","1100","1000","","0000-00-00 00:00:00","0000-00-00 00:00:00"
234,"F","BELLANCA AIRCRAFT","SKYROCKET","BL19",1,"P","S","","","","0000-00-00 00:00:00","0000-00-00 00:00:00"
235,"F","BELLANCA AIRCRAFT","DECATHLON","BL8",1,"P","S","1000","1000","","0000-00-00 00:00:00","0000-00-00 00:00:00"
236,"F","BELLANCA AIRCRAFT","CHAMPION LANCER","CH40",2,"P","S","650","1000","","0000-00-00 00:00:00","0000-00-00 00:00:00"
237,"F","BELLANCA AIRCRAFT","CHAMP - CITABRIA","CH7A",1,"P","S","750","750","","0000-00-00 00:00:00","0000-00-00 00:00:00"
238,"F","BELLANCA AIRCRAFT","CITABRIA","CH7B",1,"P","S","1100","1100","","0000-00-00 00:00:00","0000-00-00 00:00:00"
239,"F","BELLANCA AIRCRAFT","ARIES","T250",1,"P","S","","","","0000-00-00 00:00:00","0000-00-00 00:00:00"
240,"H","BELL/BOEING","OSPREY","V22",2,"P","L","1","1","","0000-00-00 00:00:00","0000-00-00 00:00:00"
241,"H","BELL TEXTRON","BIGLIFTER/BELL 204/205/214/AB-","UH1",1,"T","S","1500","1500","","0000-00-00 00:00:00","0000-00-00 00:00:00"
242,"H","BELL TEXTRON","COBRA","HUCO",1,"T","S","1375","1375","","0000-00-00 00:00:00","0000-00-00 00:00:00"
243,"H","BELL TEXTRON","JET RANGER","B06",1,"T","S","1200","1000","","0000-00-00 00:00:00","0000-00-00 00:00:00"
244,"H","BELL TEXTRON","HUEY","UH1",1,"T","S","1500","1500","","0000-00-00 00:00:00","0000-00-00 00:00:00"
245,"H","BELL TEXTRON","RANGER MODEL 47J","B47J",1,"P","S","1000","1000","","0000-00-00 00:00:00","0000-00-00 00:00:00"
246,"H","BELL TEXTRON","SIOUX/MODEL 47G/OH-13","B47G",1,"P","S","1000","1000","","0000-00-00 00:00:00","0000-00-00 00:00:00"
247,"H","BELL TEXTRON","TWIN HUEY","B12",2,"T","S","1420","1420","","0000-00-00 00:00:00","0000-00-00 00:00:00"
248,"H","BELL TEXTRON","MODEL 214ST SUPER TRANSPORT","BSTP",2,"T","S","1420","1420","","0000-00-00 00:00:00","0000-00-00 00:00:00"
249,"H","BELL TEXTRON","MODEL 222/230/430","B222",2,"T","S","1500","1000","","0000-00-00 00:00:00","0000-00-00 00:00:00"
250,"F","BOEING","STRATOFORTRESS","B52",8,"J","H","3000","3000","","0000-00-00 00:00:00","0000-00-00 00:00:00"
251,"F","BOEING","707-100","B701",4,"J","H","3500","3500","","0000-00-00 00:00:00","0000-00-00 00:00:00"
252,"F","BOEING","707-200","B703",4,"J","H","3500","3500","","0000-00-00 00:00:00","0000-00-00 00:00:00"
253,"F","BOEING","717-200","B712",2,"J","L","","","","0000-00-00 00:00:00","0000-00-00 00:00:00"
254,"F","BOEING","720","B720",4,"J","L","3000","3000","","0000-00-00 00:00:00","0000-00-00 00:00:00"
255,"F","BOEING","727-100","B721",3,"J","L","4500","4500","","0000-00-00 00:00:00","0000-00-00 00:00:00"
256,"F","BOEING","727-200","B722",3,"J","L","4500","4500","","0000-00-00 00:00:00","0000-00-00 00:00:00"
257,"F","BOEING","727-100RE SUPER-27","R721",3,"J","L","4300","4300","","0000-00-00 00:00:00","0000-00-00 00:00:00"
258,"F","BOEING","727-200RE SUPER-27","R722",3,"J","L","4300","4300","","0000-00-00 00:00:00","0000-00-00 00:00:00"
259,"F","BOEING","727 STAGE 3","B72Q",3,"J","L","4500","4500","","0000-00-00 00:00:00","0000-00-00 00:00:00"
260,"F","BOEING","737-100","B731",2,"J","L","3000","3000","","0000-00-00 00:00:00","0000-00-00 00:00:00"
261,"F","BOEING","737-200","B732",2,"J","L","3000","3000","","0000-00-00 00:00:00","0000-00-00 00:00:00"
262,"F","BOEING","737 STAGE-3","B73Q",2,"J","L","3000","3000","","0000-00-00 00:00:00","0000-00-00 00:00:00"
263,"F","BOEING","737-300","B733",2,"J","L","5500","5500","","0000-00-00 00:00:00","0000-00-00 00:00:00"
264,"F","BOEING","737-400","B734",2,"J","L","6500","6500","","0000-00-00 00:00:00","0000-00-00 00:00:00"
265,"F","BOEING","737-500","B735",2,"J","L","5500","5500","","0000-00-00 00:00:00","0000-00-00 00:00:00"
266,"F","BOEING","737-600","B736",2,"J","L","4000","4000","","0000-00-00 00:00:00","0000-00-00 00:00:00"
267,"F","BOEING","737-700","B737",2,"J","L","4000","4000","","0000-00-00 00:00:00","0000-00-00 00:00:00"
268,"F","BOEING","737-800","B738",2,"J","L","4000","4000","","0000-00-00 00:00:00","0000-00-00 00:00:00"
269,"F","BOEING","737-900","B739",2,"J","L","4000","4000","","0000-00-00 00:00:00","0000-00-00 00:00:00"
270,"F","BOEING","747-100","B741",4,"J","H","3000","3000","","0000-00-00 00:00:00","0000-00-00 00:00:00"
271,"F","BOEING","747-200","B742",4,"J","H","3000","3000","","0000-00-00 00:00:00","0000-00-00 00:00:00"
272,"F","BOEING","747-300","B743",4,"J","H","3000","3000","","0000-00-00 00:00:00","0000-00-00 00:00:00"
273,"F","BOEING","747-400 (NO WINGLETS)","B74D",4,"J","H","3000","3000","","0000-00-00 00:00:00","0000-00-00 00:00:00"
274,"F","BOEING","747-400 (WINGLETS)","B744",4,"J","H","3000","3000","","0000-00-00 00:00:00","0000-00-00 00:00:00"
275,"F","BOEING","747SR","B74R",4,"J","H","3000","3000","","0000-00-00 00:00:00","0000-00-00 00:00:00"
276,"F","BOEING","747SP","B74S",4,"J","H","3000","3000","","0000-00-00 00:00:00","0000-00-00 00:00:00"
277,"F","BOEING","757-200","B752",2,"J","L","3500","2500","","0000-00-00 00:00:00","0000-00-00 00:00:00"
278,"F","BOEING","757-300","B753",2,"J","H","3500","2500","","0000-00-00 00:00:00","0000-00-00 00:00:00"
279,"F","BOEING","767-200","B762",2,"J","H","3500","3500","","0000-00-00 00:00:00","0000-00-00 00:00:00"
280,"F","BOEING","767-300","B763",2,"J","H","3500","3500","3","0000-00-00 00:00:00","0000-00-00 00:00:00"
281,"F","BOEING","767-400","B764",2,"J","H","3500","3500","","0000-00-00 00:00:00","0000-00-00 00:00:00"
282,"F","BOEING","777-200/777-200ER","B772",2,"J","H","2500","2500","","0000-00-00 00:00:00","0000-00-00 00:00:00"
283,"F","BOEING","777-300","B773",2,"J","H","2500","2500","","0000-00-00 00:00:00","0000-00-00 00:00:00"
284,"F","BOEING","747SCA SHUTTLE CARRIER","BSCA",4,"J","H","","","","0000-00-00 00:00:00","0000-00-00 00:00:00"
285,"F","BOEING","C-135 STRATOLIFTER","C135",4,"J","H","2000","2000","","0000-00-00 00:00:00","0000-00-00 00:00:00"
286,"F","BOEING","C-17 GLOBEMASTER 3","C17",4,"J","H","","","","0000-00-00 00:00:00","0000-00-00 00:00:00"
287,"F","BOEING","C-97 STRATOFREIGHTER","C97",4,"P","L","2500","3000","","0000-00-00 00:00:00","0000-00-00 00:00:00"
288,"F","BOEING","KC-135A STRATOTANKER","K35E",4,"J","H","2500","3000","","0000-00-00 00:00:00","0000-00-00 00:00:00"
289,"F","BOEING","KC-135D/E STRATOTANKER","K35E",4,"J","H","5000","3000","","0000-00-00 00:00:00","0000-00-00 00:00:00"
290,"F","BOEING","KC-135R/T STRATOTANKER","K35R",4,"J","H","5000","3000","","0000-00-00 00:00:00","0000-00-00 00:00:00"
291,"F","BOEING","KE-3","KE3",4,"J","H","3500","3500","","0000-00-00 00:00:00","0000-00-00 00:00:00"
292,"F","BOEING","RC-135","R135",4,"J","H","3000","3000","","0000-00-00 00:00:00","0000-00-00 00:00:00"
293,"F","BOEING","E-3A SENTRY","E3TF",4,"J","H","3500","4000","","0000-00-00 00:00:00","0000-00-00 00:00:00"
294,"F","BOEING","E-3A SENTRY","E3CF",4,"J","H","","","","0000-00-00 00:00:00","0000-00-00 00:00:00"
295,"F","BOEING","E-6 MERCURY","E6",4,"J","H","3500","3500","","0000-00-00 00:00:00","0000-00-00 00:00:00"
296,"F","BOEING","E-767","E767",2,"J","H","2500","2500","","0000-00-00 00:00:00","0000-00-00 00:00:00"
297,"F","BOEING","75 KADET","ST75",1,"P","S","840","840","","0000-00-00 00:00:00","0000-00-00 00:00:00"
298,"H","BOEING VERTOL","CHINOOK MODEL 234","H47",2,"T","L","1500","1500","","0000-00-00 00:00:00","0000-00-00 00:00:00"
299,"H","BOEING VERTOL","SEA KNIGHT 107/CH-113 LABRADOR","H46",2,"T","S","2130","2130","","0000-00-00 00:00:00","0000-00-00 00:00:00"
300,"H","BOLKOW","MODEL 105/BI-105","B105",2,"T","S","1500","1500","","0000-00-00 00:00:00","0000-00-00 00:00:00"
301,"F","BOMBARDIER","BD-100 CHALLENGER 300","CL30",2,"J","S","3500","3500","","0000-00-00 00:00:00","0000-00-00 00:00:00"
302,"F","BOMBARDIER","BD-700 GLOBAL 5000","GL5T",2,"J","L","3500","3500","","0000-00-00 00:00:00","0000-00-00 00:00:00"
303,"F","BOMBARDIER","BD-700 GLOBAL EXPRESS","GLEX",2,"J","L","","","","0000-00-00 00:00:00","0000-00-00 00:00:00"
304,"H","BRANTLEY-HYNES","MODEL B-2/A/B H-2","BRB2",1,"P","S","1400","1400","","0000-00-00 00:00:00","0000-00-00 00:00:00"
305,"H","BRANTLEY-HYNES","MODEL 305","B305",1,"P","S","1300","1300","","0000-00-00 00:00:00","0000-00-00 00:00:00"
306,"F","BRITISH AERO","BAe 748 ANDOVER","A748",2,"T","L","2500","2000","","0000-00-00 00:00:00","0000-00-00 00:00:00"
307,"F","BRITISH AERO","ATP ADVANCE TURBOPROP","ATP",2,"T","L","3000","3000","","0000-00-00 00:00:00","0000-00-00 00:00:00"
308,"F","BRITISH AERO","BAC-111 ONE-ELEVEN","BA11",2,"J","L","2400","2400","","0000-00-00 00:00:00","0000-00-00 00:00:00"
309,"F","BRITISH AERO","BAC-167 STRKEMASTER","JPRO",1,"J","S","","","","0000-00-00 00:00:00","0000-00-00 00:00:00"
310,"F","BRITISH AERO","BAe HS 125","H25A",2,"J","S","2500","2000","","0000-00-00 00:00:00","0000-00-00 00:00:00"
311,"F","BRITISH AERO","BAe-125-700/800","H25B",2,"J","S","3000","4000","","0000-00-00 00:00:00","0000-00-00 00:00:00"
312,"F","BRITISH AERO","BAe-146-100 STATESMAN","B461",4,"J","L","3500","3500","","0000-00-00 00:00:00","0000-00-00 00:00:00"
313,"F","BRITISH AERO","BAe-146-200 QUIET TRADER","B462",4,"J","L","3500","3500","","0000-00-00 00:00:00","0000-00-00 00:00:00"
314,"F","BRITISH AERO","BAe-146-300","B463",4,"J","L","","","","0000-00-00 00:00:00","0000-00-00 00:00:00"
315,"F","BRITISH AERO","BAe-3100 JETSTREAM 31","JS31",2,"T","S","2200","2200","","0000-00-00 00:00:00","0000-00-00 00:00:00"
316,"F","BRITISH AERO","BAe-3200 JETSTREAM SUPER 31","JS32",2,"T","S","2600","2600","","0000-00-00 00:00:00","0000-00-00 00:00:00"
317,"F","BRITISH AERO","BAe-4100 JETSTREAM 41","JS41",2,"T","S","2200","","","0000-00-00 00:00:00","0000-00-00 00:00:00"
318,"F","BRITISH AERO","HARRIER","HAR",1,"J","L","5000","8000","","0000-00-00 00:00:00","0000-00-00 00:00:00"
319,"F","BRITISH AERO","HAWK T45 GOSHAWK","HAWK",1,"J","S","","","","0000-00-00 00:00:00","0000-00-00 00:00:00"
320,"F","BRITISH AERO","JETSTREAM 1","JS1",2,"T","S","2200","2200","","0000-00-00 00:00:00","0000-00-00 00:00:00"
321,"F","BRITISH AERO","JETSTREAM 3","JS3",3,"T","S","2200","2300","","0000-00-00 00:00:00","0000-00-00 00:00:00"
322,"F","BRITISH AERO","JETSTREAM 200","JS20",2,"T","S","2200","2200","","0000-00-00 00:00:00","0000-00-00 00:00:00"
323,"F","BRITISH AERO","NIMROD","N1M",4,"J","L","","","","0000-00-00 00:00:00","0000-00-00 00:00:00"
324,"F","BRITISH AERO","RJ-70","RJ70",4,"J","L","","","","0000-00-00 00:00:00","0000-00-00 00:00:00"
325,"F","BRITISH AERO","RJ-85","RJ85",4,"J","L","","","","0000-00-00 00:00:00","0000-00-00 00:00:00"
326,"F","BRITISH AERO","RJ-100","RJ1H",4,"J","L","","","","0000-00-00 00:00:00","0000-00-00 00:00:00"
327,"F","BRITISH AERO","TORNADO","TOR",2,"J","L","","","","0000-00-00 00:00:00","0000-00-00 00:00:00"
328,"F","BRITTEN NORMAN","BN-2 ISLANDER DEFENDER","BN2P",2,"P","S","1250","1250","","0000-00-00 00:00:00","0000-00-00 00:00:00"
329,"F","BRITTEN NORMAN","BN-2T TURBINE ISLANDER","BN2T",2,"T","S","1500","1500","","0000-00-00 00:00:00","0000-00-00 00:00:00"
330,"F","BRITTEN NORMAN","TRIDENT","TRID",3,"J","L","3000","3000","","0000-00-00 00:00:00","0000-00-00 00:00:00"
331,"F","BRITTEN NORMAN","BN2A MK3 TRISLANDER","TRIS",3,"J","L","1200","1000","","0000-00-00 00:00:00","0000-00-00 00:00:00"
332,"F","BRITTEN NORMAN","VC-10","VC10",4,"J","H","1900","2000","","0000-00-00 00:00:00","0000-00-00 00:00:00"
333,"F","BRITTEN NORMAN","VISCOUNT","VISC",4,"T","L","1200","1500","","0000-00-00 00:00:00","0000-00-00 00:00:00"
334,"F","CAMAIR AIRCRAFT","480 TWIN NAVION","TNAV",2,"P","S","1800","2000","","0000-00-00 00:00:00","0000-00-00 00:00:00"
335,"F","CANADAIR","CL-41 TUTOR","CL41",1,"J","S","","","","0000-00-00 00:00:00","0000-00-00 00:00:00"
336,"F","CANADAIR","CL-44 FORTY FOUR","CL44",4,"T","L","","","","0000-00-00 00:00:00","0000-00-00 00:00:00"
337,"F","CANADAIR","CL-44-O GUPPY","CL4G",4,"T","L","","","","0000-00-00 00:00:00","0000-00-00 00:00:00"
338,"F","CANADAIR","CL-66 CV-580","CVLT",2,"T","L","1500","1500","","0000-00-00 00:00:00","0000-00-00 00:00:00"
339,"F","CANADAIR","CL-600 CHALLENGER","CL60",2,"J","L","2250","3000","","0000-00-00 00:00:00","0000-00-00 00:00:00"
340,"F","CANADAIR","CL-600 CRJ-100","CRJ1",2,"J","L","","","","0000-00-00 00:00:00","0000-00-00 00:00:00"
341,"F","CANADAIR","CL-600 CRJ-200","CRJ2",2,"J","L","","","","0000-00-00 00:00:00","0000-00-00 00:00:00"
342,"F","CANADAIR","CL-600 CRJ-700","CRJ7",2,"J","L","","","","0000-00-00 00:00:00","0000-00-00 00:00:00"
343,"F","CANADAIR","CL-600 CRJ-900","CRJ9",2,"J","L","","","","0000-00-00 00:00:00","0000-00-00 00:00:00"
344,"F","CANADAIR","T-33 SILVER STAR","T33",1,"J","L","2000","2000","","0000-00-00 00:00:00","0000-00-00 00:00:00"
345,"F","CESSNA","A-37 DRAGONFLY","A37",2,"J","S","3370","3000","","0000-00-00 00:00:00","0000-00-00 00:00:00"
346,"F","CESSNA","120","C120",1,"P","S","640","640","","0000-00-00 00:00:00","0000-00-00 00:00:00"
347,"F","CESSNA","140","C140",1,"P","S","640","640","","0000-00-00 00:00:00","0000-00-00 00:00:00"
348,"F","CESSNA","150 COMMUTER AEROBAT","C150",1,"P","S","670","1000","","0000-00-00 00:00:00","0000-00-00 00:00:00"
349,"F","CESSNA","152 AEROBAT","C152",1,"P","S","750","1000","","0000-00-00 00:00:00","0000-00-00 00:00:00"
350,"F","CESSNA","170","C170",1,"P","S","690","1000","","0000-00-00 00:00:00","0000-00-00 00:00:00"
351,"F","CESSNA","172 SKYHAWK","C172",1,"P","S","650","1000","","0000-00-00 00:00:00","0000-00-00 00:00:00"
352,"F","CESSNA","172RG CUTLASS","C72R",1,"P","S","650","1000","","0000-00-00 00:00:00","0000-00-00 00:00:00"
353,"F","CESSNA","175 SKYLARK","C175",1,"P","S","850","1000","","0000-00-00 00:00:00","0000-00-00 00:00:00"
354,"F","CESSNA","177 CARDINAL","C177",1,"P","S","850","1000","","0000-00-00 00:00:00","0000-00-00 00:00:00"
355,"F","CESSNA","177 CARDINAL RG","C77R",1,"P","S","850","1000","","0000-00-00 00:00:00","0000-00-00 00:00:00"
356,"F","CESSNA","180 SKYWAGON","C180",1,"P","S","1130","1130","","0000-00-00 00:00:00","0000-00-00 00:00:00"
357,"F","CESSNA","182 SKYLANE","C182",1,"P","S","890","1000","","0000-00-00 00:00:00","0000-00-00 00:00:00"
358,"F","CESSNA","R182 TURBO SKYLANE","C82R",1,"P","S","890","1000","","0000-00-00 00:00:00","0000-00-00 00:00:00"
359,"F","CESSNA","185 SKYWAGON","C185",1,"P","S","1000","1000","","0000-00-00 00:00:00","0000-00-00 00:00:00"
360,"F","CESSNA","188 AgWAGON","C188",1,"P","S","1000","1000","","0000-00-00 00:00:00","0000-00-00 00:00:00"
361,"F","CESSNA","190","C190",1,"P","S","1090","1090","","0000-00-00 00:00:00","0000-00-00 00:00:00"
362,"F","CESSNA","195 LC-126","C195",1,"P","S","1200","1200","","0000-00-00 00:00:00","0000-00-00 00:00:00"
363,"F","CESSNA","205","C205",1,"P","S","965","1000","","0000-00-00 00:00:00","0000-00-00 00:00:00"
364,"F","CESSNA","206 STATIONAIR","C206",1,"P","S","975","1000","","0000-00-00 00:00:00","0000-00-00 00:00:00"
365,"F","CESSNA","206 TURBINE","C06T",1,"T","S","","","","0000-00-00 00:00:00","0000-00-00 00:00:00"
366,"F","CESSNA","207 TURBO STATIONAIR","C207",1,"P","S","810","1000","","0000-00-00 00:00:00","0000-00-00 00:00:00"
367,"F","CESSNA","207 TURBINE","C07T",1,"T","S","","","","0000-00-00 00:00:00","0000-00-00 00:00:00"
368,"F","CESSNA","208 CARAVAN","C208",1,"T","S","1400","1400","","0000-00-00 00:00:00","0000-00-00 00:00:00"
369,"F","CESSNA","210 CENTURION","C210",1,"P","S","900","1000","","0000-00-00 00:00:00","0000-00-00 00:00:00"
370,"F","CESSNA","P210 PRESSURIZED CENTURION","P210",1,"P","S","1000","1000","","0000-00-00 00:00:00","0000-00-00 00:00:00"
371,"F","CESSNA","P210 TURBINE","C10T",1,"T","S","","","","0000-00-00 00:00:00","0000-00-00 00:00:00"
372,"F","CESSNA","T303 CRUSADER","C303",2,"P","S","3500","3000","","0000-00-00 00:00:00","0000-00-00 00:00:00"
373,"F","CESSNA","310","C310",2,"P","S","2800","2000","","0000-00-00 00:00:00","0000-00-00 00:00:00"
374,"F","CESSNA","320 SKYNIGHT","C320",2,"P","S","2900","2000","","0000-00-00 00:00:00","0000-00-00 00:00:00"
375,"F","CESSNA","335","C335",2,"P","S","2200","2000","","0000-00-00 00:00:00","0000-00-00 00:00:00"
376,"F","CESSNA","336 SKYMASTER","C336",2,"P","S","1340","1340","","0000-00-00 00:00:00","0000-00-00 00:00:00"
377,"F","CESSNA","337 TURBO SKYMASTER","C337",2,"P","S","1250","1500","","0000-00-00 00:00:00","0000-00-00 00:00:00"
378,"F","CESSNA","P337 PRESSURIZED SKYMASTER","P337",2,"P","S","1250","1500","","0000-00-00 00:00:00","0000-00-00 00:00:00"
379,"F","CESSNA","340","C340",2,"P","S","2900","2000","","0000-00-00 00:00:00","0000-00-00 00:00:00"
380,"F","CESSNA","401-UTILINER 402-BUSNESSLINER","C402",2,"P","S","2500","2000","","0000-00-00 00:00:00","0000-00-00 00:00:00"
